Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,92.14250946044922,93.92438007743255,91.15258133990292,93.92438007743255,8164300
2000-01-04,88.5391616821289,91.27136300416241,88.46986672106284,90.93478747898436,8089800
2000-01-05,88.69757843017578,89.66770819425582,86.95530456815446,88.65798129694802,12177900
2000-01-06,87.27210235595703,89.6479309137417,87.27210235595703,88.46001663484937,6227200
2000-01-07,92.34050750732422,92.34050750732422,88.73716866377083,88.89555718436658,8066500
2000-01-10,92.65730285644531,93.07307280516012,91.88515866597493,92.65730285644531,5741700
2000-01-11,91.54853057861328,92.55825701881858,90.91497673377859,92.38006999995882,7503700
2000-01-12,90.63785552978516,91.60798548193881,90.51906410707245,91.60798548193881,6907700
2000-01-13,91.86532592773438,92.34049140667094,90.77640503850478,91.52875038015432,5158300
2000-01-14,93.11265563964844,93.4294326947695,92.47910152940631,92.8354757164175,7437300
2000-01-18,92.38015747070312,92.89492045703794,91.98418594275326,92.08317882474073,6488500
2000-01-19,93.13245391845703,93.13245391845703,91.86534570187938,92.06333136071963,6157900
2000-01-20,91.70697021484375,93.11266859248924,91.11301315386679,93.11266859248924,5800100
2000-01-21,91.50896453857422,92.18211572730455,91.27138176608118,92.18211572730455,6244800
2000-01-24,88.9153823852539,92.39993088220442,88.3214252550919,92.28113945617201,7896900
2000-01-25,89.92507934570312,89.92507934570312,88.06401429539575,89.02424466709691,9942500
2000-01-26,89.21232604980469,89.67759228641596,88.75695909482344,89.33111742936501,5158100
2000-01-27,88.85594177246094,90.10325111552356,87.50963962439336,89.86566838351163,10922700
2000-01-28,86.08418273925781,88.73719113094607,85.86639846829833,88.34121972920155,11916200
2000-01-31,88.42040252685547,88.48969751316177,85.5298116695064,86.04457442492473,10768700
2000-02-01,89.2915267944336,89.76669234721993,87.76703731257741,88.53918133585522,8419900
2000-02-02,89.37071990966797,90.12306535861954,88.9351514918539,89.50930986079062,6205900
2000-02-03,90.7170181274414,90.75661525451581,88.69756464664721,89.25192442568876,7997500
2000-02-04,90.34083557128906,91.23177083333333,90.04385715060764,90.71700823748553,4925400
2000-02-07,90.2022705078125,90.45965187668905,89.60831350271278,90.32106190883245,5845800
2000-02-08,91.42974853515625,91.58813701248003,90.99418022251584,91.21196437883604,4936400
2000-02-09,89.50936126708984,91.52881600038849,89.49946197918152,91.52881600038849,8511500
2000-02-10,89.68751525878906,90.32106945046262,89.25194675201348,89.72711239576866,6690600
2000-02-11,87.86602783203125,89.92507850677916,87.45025798424561,89.86568281423835,9849800
2000-02-14,88.38080596923828,88.55899307804724,87.62846039871162,88.55899307804724,8528800
2000-02-15,89.38062286376953,89.46971640743703,87.30177351152768,88.22240679609193,11078300
2000-02-16,88.06403350830078,89.29154476673483,87.93534281185205,88.93517053041528,8845400
2000-02-17,87.60865783691406,88.97475894216764,87.56906070342846,88.97475894216764,7584200
2000-02-18,85.72781372070312,87.98485084868469,85.29224515214528,87.98485084868469,9409200
2000-02-22,85.51002502441406,86.38116211658222,84.59929079169282,85.64861501634991,16415400
2000-02-23,86.5197525024414,87.09391104307545,85.21304685823978,85.92579539144066,12119000
2000-02-24,84.77748107910156,86.81673389347509,84.32211394579484,86.5989496123284,17375000
2000-02-25,84.47055053710938,86.61869415208098,84.3418599057977,85.64856477757768,10559900
2000-02-28,86.2425537109375,86.59892789982567,84.08451001155913,84.50027989859532,13397800
2000-02-29,87.07414245605469,87.07414245605469,86.00501928810858,86.20300505995046,8242500
2000-03-01,87.70761108398438,88.06398512450622,86.9354673295204,87.1928485810084,6868000
2000-03-02,87.76701354980469,88.14318617724575,87.01466829492253,87.8660063464997,7600200
2000-03-03,89.41034698486328,89.78651983533105,88.51941128638701,88.97477842116378,12770300
2000-03-06,88.5391616821289,89.54888825766302,87.90560775238201,89.21231273248499,11967100
2000-03-07,86.82662200927734,88.79657957168142,85.66840575399453,88.69758672934955,20062000
2000-03-08,86.71774291992188,87.33149863465191,85.54962720479051,86.46036149116411,11808500
2000-03-09,89.25192260742188,89.25192260742189,86.2425410110758,86.95528928389461,5500900
2000-03-10,88.77678680419922,89.96470098980403,88.4006139787577,88.81638394371939,7924600
2000-03-13,87.80663299560547,88.99454685800374,85.96536650888815,86.59892056883389,10540500
2000-03-14,86.5593490600586,88.7569903559567,86.26237050655885,88.24222752989049,8263900
2000-03-15,88.57878875732422,88.9747600973212,86.20296071734235,86.71772345933842,10300800
2000-03-16,92.7166748046875,93.03345182729588,89.25192611990845,89.727091653821,25601400
2000-03-17,93.32947540283203,94.00433762394991,92.37672873772442,92.61491540400132,10272900
2000-03-20,92.85308837890625,93.58749715830334,91.95988851207197,93.28976386935857,12502300
2000-03-21,94.75859832763672,95.11587833808865,91.78126490720406,92.43627825969925,13612600
2000-03-22,95.334228515625,95.81060192482236,94.44102837337991,94.99679735077686,8260000
2000-03-23,96.96183776855469,97.47790896240984,94.73876185656326,94.73876185656326,11654500
2000-03-24,97.53742218017578,98.92684414855435,96.36633794968526,97.10074670439965,11462900
2000-03-27,96.5052719116211,97.6763560421817,96.42587637734579,97.41832055578698,8798600
2000-03-28,95.94952392578125,97.17023052930537,95.65179060784855,96.06861725295434,6334400
2000-03-29,96.04876708984375,96.85264703758887,95.05632270991148,96.26710485342885,6747500
2000-03-30,94.4410400390625,96.49540061998788,93.44859531397778,95.37393808064215,9491900
2000-03-31,95.51278686523438,96.74341711994022,94.28215661052853,95.03641386341276,9249100
2000-04-03,96.06863403320312,96.06863403320312,94.44102494421084,95.35407394535285,8508200
2000-04-04,95.35404968261719,97.18014722025266,89.80628596773553,96.3861917691068,19585500
2000-04-05,94.75859832763672,95.79074058005338,93.76615385415917,93.92494496991559,8387200
2000-04-06,95.58230590820312,96.3464879822278,94.63948386882203,95.43343927040611,6378500
2000-04-07,96.18771362304688,96.62438916982919,95.59224696834374,96.2671091770073,6023600
2000-04-10,95.81058502197266,97.24962944171432,95.47315391665391,96.38620278986932,9624200
2000-04-11,95.53271484375,96.30682161268959,94.24253689551735,95.27467925410348,9006400
2000-04-12,92.91265869140625,96.00908568475369,92.83326312747427,95.51286341017878,10779200
2000-04-13,91.62239837646484,94.1035075179419,91.32466527948759,93.66683230904194,12225800
2000-04-14,86.38235473632812,90.70941202780779,84.79444380367504,90.59031870785881,29604000
2000-04-17,89.39939880371094,89.39939880371092,85.54871421935925,85.86629645312023,23918200
2000-04-18,91.76139068603516,91.76139068603516,88.78405808752656,89.280280187278,11069200
2000-04-19,90.9078598022461,92.17818797415521,90.53073112621058,91.78121042043361,6553700
2000-04-20,91.3445816040039,91.42397715515906,90.43153276571964,91.1857905016936,8537600
2000-04-24,90.35214233398438,91.02700455704138,89.24060455483166,89.87576900006178,12893100
2000-04-25,94.10356903076172,94.10356903076172,91.74155158409211,91.8606449007309,14102000
2000-04-26,93.0416488647461,94.48069303385417,92.73399114583334,93.98447090657552,7711100
2000-04-27,92.73400115966797,93.58750331075224,90.82850798515425,90.82850798515425,15595300
2000-04-28,92.15839385986328,93.91502057892379,92.13854497038237,93.36917611819877,8743400
2000-05-01,93.4088363647461,94.31196047324501,92.63472998603272,93.09125426065856,7328300
2000-05-02,91.54307556152344,93.44856889498098,91.54307556152342,92.41642667269147,9411900
2000-05-03,89.39939880371094,91.46368332315718,88.78408322579907,91.46368332315718,12630700
2000-05-04,90.07428741455078,90.42164308439534,89.39942497028133,90.19338078706892,5963600
2000-05-05,91.1658935546875,91.46362671456565,89.51843673669511,89.59783224599595,7862400
2000-05-08,90.48114013671875,91.06668223039719,90.09408688835502,90.66970453976774,5064100
2000-05-09,89.75666809082031,91.08654353577498,89.091730368343,90.86820577615555,5620300
2000-05-10,87.73207092285156,89.53831944185146,87.49388430496147,89.24058616948884,10293900
2000-05-11,89.73683166503906,89.8757738950004,88.36725825542001,89.00242273524334,7091100
2000-05-12,90.70940399169922,91.12623057459324,89.95514636551003,90.07423967490833,5960800
2000-05-15,92.2774887084961,92.48590205146,90.19335527885701,90.6697286342031,4441300
2000-05-16,93.17063903808594,93.82565205220115,92.29728835259898,93.09124352122349,8192200
2000-05-17,92.19805908203125,92.85307220360434,91.76138366764918,92.53549008405375,5907200
2000-05-18,91.06668090820312,92.93247602707216,91.06668090820312,92.49580057371982,4325600
2000-05-19,89.63758850097656,90.9773885948242,89.18106402455442,90.55063745382088,6518400
2000-05-22,88.96268463134766,89.8558842762407,87.01749429358057,89.71694210925735,10839400
2000-05-23,87.65267944335938,89.43907916027567,87.37479504295017,89.20089253135349,7979200
2000-05-24,89.08177947998047,89.35966381882177,86.69991371848367,87.65266002308239,11081500
2000-05-25,87.55345153808594,90.07426050324959,87.47405598012803,89.3597004816284,8278900
2000-05-26,87.65267944335938,88.72451927350915,87.22592839987381,88.16875047269075,4814000
2000-05-30,90.51094818115234,90.78883267118219,88.58560564308836,88.92303680955318,5362700
2000-05-31,90.70940399169922,91.4636616178884,90.25287963900577,90.55061291250149,6056500
2000-06-01,92.29732513427734,92.37672068277995,90.82850748697916,91.26518300374349,8961600
2000-06-02,93.90511322021484,94.69906894391144,93.67685094965208,94.59982447844938,8962200
2000-06-05,93.44850158691406,94.14321219769188,93.28971059016484,93.66683920744424,6998100
2000-06-06,93.03172302246094,93.86537618374605,92.67444309619589,93.13096744642345,4858900
2000-06-07,93.67680358886719,94.00431015931242,92.73398164364605,93.13095930479179,4919500
2000-06-08,93.30961608886719,93.84553602811404,92.77369614962035,93.68674493500386,5723100
2000-06-09,93.11109924316406,93.98444999283348,92.4957839422606,93.68671678271889,3085300
2000-06-12,92.01940155029297,93.34927642170574,92.01940155029297,93.34927642170574,3678900
2000-06-13,93.74634552001953,93.84559001030115,91.86070020466873,91.97979359300668,6558700
2000-06-14,93.90511322021484,94.56012669226455,93.48828646527414,94.16314883041625,6420500
2000-06-15,94.10356903076172,94.4806978667846,93.26991581429009,94.08372014465525,5881200
2000-06-16,93.330322265625,94.42458100035307,92.87272315837508,94.42458100035307,5567900
2000-06-19,94.5240707397461,94.96177428768851,93.11148201684104,93.25075132754998,5106900
2000-06-20,94.18584442138672,94.7827128904703,93.58897595230316,94.34500934647568,6480000
2000-06-21,94.14605712890625,94.5041782253391,93.51934521014873,93.54918863485148,3115000
2000-06-22,92.71353149414062,94.02664159684734,92.31561934180526,93.94705916638027,7490500
2000-06-23,91.91776275634766,93.03191745642461,91.59943284203996,92.8329612599823,4863300
2000-06-26,93.10151672363281,93.1114645296723,92.23605759819675,92.55438739146058,5201300
2000-06-27,92.41513061523438,93.40991135382677,92.32560034876106,92.94236440668834,4159500
